0,United Kingdom,1 pound,1988,,Pound sterling,4.1005
0,USSR,2 kopeks,1966,,Soviet ruble,2.45
0,USSR,1 ruble,1985,40th Anniversary of World War II,Soviet ruble,1.36
0,Vatican City,5 lire,1951,,Vatican lira,1.8
0,Vatican City,100 lire,1958,,Vatican lira,2.63
0,Germany,1 mark,1970,,German mark,1.39
0,Israel,5 lirot,1979,,Israeli lira,0.89
0,Vatican City,10 lire,1953,,Vatican lira,1.22
0,France,10 francs,1857,Diameter 19mm,French franc,137.2913
0,Germany - Third Reich,10 reichspfennig,1941,,German reichsmark,1.12
0,Vatican City,100 lire,1960,,Vatican lira,2.22
0,Vatican City,100 lire,1965,,Vatican lira,2.251
0,Cuba,25 centavos,1988,,Cuban peso,0.95
0,France,20 francs,1897,,French franc,320.1985
0,Greece,5 drachmas,1973,,Greek drachma,1.01
0,USSR,1 ruble,1987,70th Anniversary of Revolution,Soviet ruble,1.49
0,Vatican City,100 lire,1959,,Vatican lira,2.9
0,Vatican City,10 lire,1951,,Vatican lira,1.67
0,Ireland,6 pence,1963,,Irish pound (pre-decimal),1.43
0,Vatican City,20 centesimi,1940,,Vatican lira,5.6243
0,Vatican City,50 lire,1976,,Vatican lira,2.3
0,Vatican City,10 lire,1957,,Vatican lira,2.998
0,Vatican City,100 lire,1957,,Vatican lira,2.16
0,France,1 franc,1994,,French franc,4.26
0,France,5 francs,1994,300th Anniversary - Birth of Voltaire,French franc,1.55
0,France,2 francs,1933,,French franc,1.54
0,Israel,10 agorot,1975,,Israeli lira,0.45
0,Papua New Guinea,1 toea,1995,,Papua New Guinean kina,1.7185
0,New Zealand,1 shilling,1950,,New Zealand pound,4.121
0,Papua New Guinea,20 toea,1975,,Papua New Guinean kina,2.0799
0,Poland,2 zlote,1995,,Polish złoty,0.53
0,United Kingdom,½ crown,1949,,Pound sterling (pre-decimal),1.42
0,Germany,5 mark,1975,,German mark,1.61
0,Israel,½ lira,1978,,Israeli lira,0.94
0,Germany,2 mark,1991,Franz Joseph Strauss. 40th Anniversary - Federal Republic (1949 - 1989),German mark,2.16
0,Greece,10 drachmas,1959,,Greek drachma,0.98
0,Indonesia,2 rupiah,1970,,Indonesian rupiah,1.33
0,Libya,10 milliemes,1965,,Libyan pound,1.06
0,Libya,20 milliemes,1965,,Libyan pound,1.27
0,Libya,50 milliemes,1965,,Libyan pound,1.97
